mapping_name,comparison_scope,source_system,source_product,target_system,target_product,relationship_semantics,notes
leap_to_ninth,NINTH,LEAP,Solar photovoltaics,NINTH,12_01_of_which_photovoltaics,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Tide wave ocean,NINTH,13_tide_wave_ocean,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Wind,NINTH,14_wind,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Other hydrocarbons,NINTH,06_x_other_hydrocarbons,many_to_many,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Additives and oxygenates,NINTH,06_x_other_hydrocarbons,many_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Coal nonspecified,NINTH,01_coal_unallocated,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Electricity,NINTH,17_x_green_electricity,one_to_many,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Gas coke,NINTH,02_coal_products,many_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Gas nonspecified,NINTH,08_gas_unallocated,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Oil shale and oil sands,NINTH,05_oil_shale_and_oil_sands,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Paraffin waxes,NINTH,07_x_other_petroleum_products,many_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,PetProd nonspecified,NINTH,07_petroleum_products_unallocated,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,White spirit SBP,NINTH,07_x_other_petroleum_products,many_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Other hydrocarbons,NINTH,06_crude_oil_and_ngl_unallocated,one_to_many,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Other biomass,NINTH,15_solid_biomass_unallocated,one_to_many,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Other sources,NINTH,16_others_unallocated,one_to_many,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,01_01_coking_coal,ESTO,01.01 Coking coal,one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,01_05_lignite,ESTO,01.05 Lignite,one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,01_coal_unallocated,ESTO,01.99 Coal nonspecified,one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,01_x_thermal_coal,ESTO,01.02 Other bituminous coal,one_to_many,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,01_x_thermal_coal,ESTO,01.03 Sub-bituminous coal,one_to_many,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,01_x_thermal_coal,ESTO,01.04 Anthracite,one_to_many,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,02_coal_products,ESTO,02.01 Coke oven coke,one_to_many,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,02_coal_products,ESTO,02.02 Gas coke,one_to_many,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,02_coal_products,ESTO,02.03 Coke oven gas,one_to_many,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,02_coal_products,ESTO,02.04 Blast furnace gas,one_to_many,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,02_coal_products,ESTO,02.05 Other recovered gases,one_to_many,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,02_coal_products,ESTO,02.06 Patent fuel,one_to_many,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,02_coal_products,ESTO,02.07 Coal tar,one_to_many,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,02_coal_products,ESTO,02.08 BKB/PB,one_to_many,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,05_oil_shale_and_oil_sands,ESTO,05 Oil shale and oil sands,one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,06_01_crude_oil,ESTO,06.01 Crude oil,one_to_one,Derived from active reviewed pair mappings; prototype only.
