comparison_scope,component_esto_flow,component_esto_product,current_component_signature,compiled_component_signature,membership_status
esto_extended_leap_ninth,09 Total transformation sector,02.01 Coke oven coke,09 Total transformation sector::02.01 Coke oven coke,09 Total transformation sector::02.01 Coke oven coke,unchanged
esto_extended_leap_ninth,09 Total transformation sector,02.02 Gas coke,09 Total transformation sector::02.02 Gas coke,09 Total transformation sector::02.02 Gas coke,unchanged
esto_extended_leap_ninth,09 Total transformation sector,02.03 Coke oven gas,09 Total transformation sector::02.03 Coke oven gas,09 Total transformation sector::02.03 Coke oven gas,unchanged
esto_extended_leap_ninth,09 Total transformation sector,02.04 Blast furnace gas,09 Total transformation sector::02.04 Blast furnace gas,09 Total transformation sector::02.04 Blast furnace gas,unchanged
esto_extended_leap_ninth,09 Total transformation sector,02.05 Other recovered gases,09 Total transformation sector::02.05 Other recovered gases,09 Total transformation sector::02.05 Other recovered gases,unchanged
esto_extended_leap_ninth,09 Total transformation sector,02.06 Patent fuel,09 Total transformation sector::02.06 Patent fuel,09 Total transformation sector::02.06 Patent fuel,unchanged
esto_extended_leap_ninth,09 Total transformation sector,02.07 Coal tar,09 Total transformation sector::02.07 Coal tar,09 Total transformation sector::02.07 Coal tar,unchanged
esto_extended_leap_ninth,09 Total transformation sector,02.08 BKB/PB,09 Total transformation sector::02.08 BKB/PB,09 Total transformation sector::02.08 BKB/PB,unchanged
esto_extended_leap_ninth,09 Total transformation sector,03 Peat,09 Total transformation sector::03 Peat,09 Total transformation sector::03 Peat,unchanged
esto_extended_leap_ninth,09 Total transformation sector,04 Peat products,09 Total transformation sector::04 Peat products,09 Total transformation sector::04 Peat products,unchanged
esto_extended_leap_ninth,09 Total transformation sector,06.01 Crude oil,09 Total transformation sector::06.01 Crude oil,09 Total transformation sector::06.01 Crude oil,unchanged
esto_extended_leap_ninth,09 Total transformation sector,06.02 Natural gas liquids,09 Total transformation sector::06.02 Natural gas liquids,09 Total transformation sector::06.02 Natural gas liquids,unchanged
esto_extended_leap_ninth,09 Total transformation sector,06.03 Refinery feedstocks,09 Total transformation sector::06.03 Refinery feedstocks,09 Total transformation sector::06.03 Refinery feedstocks,unchanged
esto_extended_leap_ninth,09 Total transformation sector,06.04 Additives/ oxygenates,09 Total transformation sector::06.04 Additives/ oxygenates,09 Total transformation sector::06.04 Additives/ oxygenates,unchanged
esto_extended_leap_ninth,09 Total transformation sector,06.05 Other hydrocarbons,09 Total transformation sector::06.05 Other hydrocarbons,09 Total transformation sector::06.05 Other hydrocarbons,unchanged
esto_extended_leap_ninth,09 Total transformation sector,07.01 Motor gasoline,09 Total transformation sector::07.01 Motor gasoline,09 Total transformation sector::07.01 Motor gasoline,unchanged
esto_extended_leap_ninth,09 Total transformation sector,07.02 Aviation gasoline,09 Total transformation sector::07.02 Aviation gasoline,09 Total transformation sector::07.02 Aviation gasoline,unchanged
esto_extended_leap_ninth,09 Total transformation sector,07.03 Naphtha,09 Total transformation sector::07.03 Naphtha,09 Total transformation sector::07.03 Naphtha,unchanged
esto_extended_leap_ninth,09 Total transformation sector,07.04 Gasoline type jet fuel,09 Total transformation sector::07.04 Gasoline type jet fuel,09 Total transformation sector::07.04 Gasoline type jet fuel,unchanged
esto_extended_leap_ninth,09 Total transformation sector,07.05 Kerosene type jet fuel,09 Total transformation sector::07.05 Kerosene type jet fuel,09 Total transformation sector::07.05 Kerosene type jet fuel,unchanged
esto_extended_leap_ninth,09 Total transformation sector,07.06 Kerosene,09 Total transformation sector::07.06 Kerosene,09 Total transformation sector::07.06 Kerosene,unchanged
esto_extended_leap_ninth,09 Total transformation sector,07.07 Gas/diesel oil,09 Total transformation sector::07.07 Gas/diesel oil,09 Total transformation sector::07.07 Gas/diesel oil,unchanged
esto_extended_leap_ninth,09 Total transformation sector,07.08 Fuel oil,09 Total transformation sector::07.08 Fuel oil,09 Total transformation sector::07.08 Fuel oil,unchanged
esto_extended_leap_ninth,09 Total transformation sector,07.09 LPG,09 Total transformation sector::07.09 LPG,09 Total transformation sector::07.09 LPG,unchanged
esto_extended_leap_ninth,09 Total transformation sector,07.10 Refinery gas (not liquefied),09 Total transformation sector::07.10 Refinery gas (not liquefied),09 Total transformation sector::07.10 Refinery gas (not liquefied),unchanged
esto_extended_leap_ninth,09 Total transformation sector,07.11 Ethane,09 Total transformation sector::07.11 Ethane,09 Total transformation sector::07.11 Ethane,unchanged
esto_extended_leap_ninth,09 Total transformation sector,07.12 White spirit SBP,09 Total transformation sector::07.12 White spirit SBP,09 Total transformation sector::07.12 White spirit SBP,unchanged
esto_extended_leap_ninth,09 Total transformation sector,07.13 Lubricants,09 Total transformation sector::07.13 Lubricants,09 Total transformation sector::07.13 Lubricants,unchanged
esto_extended_leap_ninth,09 Total transformation sector,07.14 Bitumen,09 Total transformation sector::07.14 Bitumen,09 Total transformation sector::07.14 Bitumen,unchanged
esto_extended_leap_ninth,09 Total transformation sector,07.15 Paraffin waxes,09 Total transformation sector::07.15 Paraffin waxes,09 Total transformation sector::07.15 Paraffin waxes,unchanged
esto_extended_leap_ninth,09 Total transformation sector,07.16 Petroleum coke,09 Total transformation sector::07.16 Petroleum coke,09 Total transformation sector::07.16 Petroleum coke,unchanged
esto_extended_leap_ninth,09 Total transformation sector,07.17 Other products,09 Total transformation sector::07.17 Other products,09 Total transformation sector::07.17 Other products,unchanged
esto_extended_leap_ninth,09 Total transformation sector,07.99 PetProd nonspecified,09 Total transformation sector::07.99 PetProd nonspecified,09 Total transformation sector::07.99 PetProd nonspecified,unchanged
esto_extended_leap_ninth,09 Total transformation sector,08.01 Natural gas,09 Total transformation sector::08.01 Natural gas,09 Total transformation sector::08.01 Natural gas,unchanged
esto_extended_leap_ninth,09 Total transformation sector,08.02 LNG,09 Total transformation sector::08.02 LNG,09 Total transformation sector::08.02 LNG,unchanged
esto_extended_leap_ninth,09 Total transformation sector,08.03 Gas works gas,09 Total transformation sector::08.03 Gas works gas,09 Total transformation sector::08.03 Gas works gas,unchanged
esto_extended_leap_ninth,09 Total transformation sector,09 Nuclear,09 Total transformation sector::09 Nuclear,09 Total transformation sector::09 Nuclear,unchanged
esto_extended_leap_ninth,09 Total transformation sector,10 Hydro,09 Total transformation sector::10 Hydro,09 Total transformation sector::10 Hydro,unchanged
esto_extended_leap_ninth,09 Total transformation sector,11 Geothermal,09 Total transformation sector::11 Geothermal,09 Total transformation sector::11 Geothermal,unchanged
esto_extended_leap_ninth,09 Total transformation sector,12.01 of which: Photovoltaics,09 Total transformation sector::12.01 of which: Photovoltaics,09 Total transformation sector::12.01 of which: Photovoltaics,unchanged
esto_extended_leap_ninth,09 Total transformation sector,12.99 Solar nonspecified,09 Total transformation sector::12.99 Solar nonspecified,09 Total transformation sector::12.99 Solar nonspecified,unchanged
esto_extended_leap_ninth,09 Total transformation sector,"13 Tide, wave, ocean","09 Total transformation sector::13 Tide, wave, ocean","09 Total transformation sector::13 Tide, wave, ocean",unchanged
esto_extended_leap_ninth,09 Total transformation sector,14 Wind,09 Total transformation sector::14 Wind,09 Total transformation sector::14 Wind,unchanged
esto_extended_leap_ninth,09 Total transformation sector,15.01 Fuelwood & woodwaste,09 Total transformation sector::15.01 Fuelwood & woodwaste,09 Total transformation sector::15.01 Fuelwood & woodwaste,unchanged
esto_extended_leap_ninth,09 Total transformation sector,15.02 Bagasse,09 Total transformation sector::15.02 Bagasse,09 Total transformation sector::15.02 Bagasse,unchanged
esto_extended_leap_ninth,09 Total transformation sector,15.03 Charcoal,09 Total transformation sector::15.03 Charcoal,09 Total transformation sector::15.03 Charcoal,unchanged
esto_extended_leap_ninth,09 Total transformation sector,15.04 Black liquor,09 Total transformation sector::15.04 Black liquor,09 Total transformation sector::15.04 Black liquor,unchanged
esto_extended_leap_ninth,09 Total transformation sector,15.05 Other biomass,09 Total transformation sector::15.05 Other biomass,09 Total transformation sector::15.05 Other biomass,unchanged
esto_extended_leap_ninth,09 Total transformation sector,16.01 Biogas,09 Total transformation sector::16.01 Biogas,09 Total transformation sector::16.01 Biogas,unchanged
esto_extended_leap_ninth,09 Total transformation sector,16.02 Industrial waste,09 Total transformation sector::16.02 Industrial waste,09 Total transformation sector::16.02 Industrial waste,unchanged
esto_extended_leap_ninth,09 Total transformation sector,16.03 Municipal solid waste (renewable),09 Total transformation sector::16.03 Municipal solid waste (renewable),09 Total transformation sector::16.03 Municipal solid waste (renewable),unchanged
esto_extended_leap_ninth,09 Total transformation sector,16.04 Municipal solid waste (non-renewable),09 Total transformation sector::16.04 Municipal solid waste (non-renewable),09 Total transformation sector::16.04 Municipal solid waste (non-renewable),unchanged
esto_extended_leap_ninth,09 Total transformation sector,16.06 Biodiesel,09 Total transformation sector::16.06 Biodiesel,09 Total transformation sector::16.06 Biodiesel,unchanged
esto_extended_leap_ninth,09 Total transformation sector,16.08 Other liquid biofuels,09 Total transformation sector::16.08 Other liquid biofuels,09 Total transformation sector::16.08 Other liquid biofuels,unchanged
esto_extended_leap_ninth,09 Total transformation sector,16.09 Other sources,09 Total transformation sector::16.09 Other sources,09 Total transformation sector::16.09 Other sources,unchanged
esto_extended_leap_ninth,09 Total transformation sector,16.10 Ammonia,09 Total transformation sector::16.10 Ammonia,09 Total transformation sector::16.10 Ammonia,unchanged
esto_extended_leap_ninth,09 Total transformation sector,16.11 E-fuel,09 Total transformation sector::16.11 E-fuel,09 Total transformation sector::16.11 E-fuel,unchanged
esto_extended_leap_ninth,09 Total transformation sector,16.12 Hydrogen,09 Total transformation sector::16.12 Hydrogen,09 Total transformation sector::16.12 Hydrogen,unchanged
esto_extended_leap_ninth,09 Total transformation sector,17 Electricity,09 Total transformation sector::17 Electricity,09 Total transformation sector::17 Electricity,unchanged
esto_extended_leap_ninth,09 Total transformation sector,18 Heat,09 Total transformation sector::18 Heat,09 Total transformation sector::18 Heat,unchanged
esto_extended_leap_ninth,09.01-09.02 Power sector,01.02 Other bituminous coal,09.01-09.02 Power sector::01.02 Other bituminous coal|09.01-09.02 Power sector::01.03 Sub-bituminous coal|09.01-09.02 Power sector::01.04 Anthracite,09.01-09.02 Power sector::01.02 Other bituminous coal|09.01-09.02 Power sector::01.03 Sub-bituminous coal|09.01-09.02 Power sector::01.04 Anthracite,unchanged
esto_extended_leap_ninth,09.01-09.02 Power sector,01.03 Sub-bituminous coal,09.01-09.02 Power sector::01.02 Other bituminous coal|09.01-09.02 Power sector::01.03 Sub-bituminous coal|09.01-09.02 Power sector::01.04 Anthracite,09.01-09.02 Power sector::01.02 Other bituminous coal|09.01-09.02 Power sector::01.03 Sub-bituminous coal|09.01-09.02 Power sector::01.04 Anthracite,unchanged
esto_extended_leap_ninth,09.01-09.02 Power sector,01.04 Anthracite,09.01-09.02 Power sector::01.02 Other bituminous coal|09.01-09.02 Power sector::01.03 Sub-bituminous coal|09.01-09.02 Power sector::01.04 Anthracite,09.01-09.02 Power sector::01.02 Other bituminous coal|09.01-09.02 Power sector::01.03 Sub-bituminous coal|09.01-09.02 Power sector::01.04 Anthracite,unchanged
esto_extended_leap_ninth,09.01-09.02 Power sector,01.05 Lignite,09.01-09.02 Power sector::01.05 Lignite,09.01-09.02 Power sector::01.05 Lignite,unchanged
esto_extended_leap_ninth,09.01-09.02 Power sector,02.01 Coke oven coke,09.01-09.02 Power sector::02.01 Coke oven coke|09.01-09.02 Power sector::02.03 Coke oven gas|09.01-09.02 Power sector::02.04 Blast furnace gas|09.01-09.02 Power sector::02.05 Other recovered gases|09.01-09.02 Power sector::02.06 Patent fuel|09.01-09.02 Power sector::02.07 Coal tar|09.01-09.02 Power sector::02.08 BKB/PB,09.01-09.02 Power sector::02.01 Coke oven coke|09.01-09.02 Power sector::02.03 Coke oven gas|09.01-09.02 Power sector::02.04 Blast furnace gas|09.01-09.02 Power sector::02.05 Other recovered gases|09.01-09.02 Power sector::02.06 Patent fuel|09.01-09.02 Power sector::02.07 Coal tar|09.01-09.02 Power sector::02.08 BKB/PB,unchanged
esto_extended_leap_ninth,09.01-09.02 Power sector,02.02 Gas coke,09.01-09.02 Power sector::02.02 Gas coke,09.01-09.02 Power sector::02.02 Gas coke,unchanged
esto_extended_leap_ninth,09.01-09.02 Power sector,02.03 Coke oven gas,09.01-09.02 Power sector::02.01 Coke oven coke|09.01-09.02 Power sector::02.03 Coke oven gas|09.01-09.02 Power sector::02.04 Blast furnace gas|09.01-09.02 Power sector::02.05 Other recovered gases|09.01-09.02 Power sector::02.06 Patent fuel|09.01-09.02 Power sector::02.07 Coal tar|09.01-09.02 Power sector::02.08 BKB/PB,09.01-09.02 Power sector::02.01 Coke oven coke|09.01-09.02 Power sector::02.03 Coke oven gas|09.01-09.02 Power sector::02.04 Blast furnace gas|09.01-09.02 Power sector::02.05 Other recovered gases|09.01-09.02 Power sector::02.06 Patent fuel|09.01-09.02 Power sector::02.07 Coal tar|09.01-09.02 Power sector::02.08 BKB/PB,unchanged
