comparison_scope,target_system,target_pair,current_component_signature,compiled_component_signature,component_status
BOTH,ESTO,16.04 Fishing::16.09 Other sources,BOTH:ESTO:16.03 Agriculture::16.09 Other sources|BOTH:ESTO:16.04 Fishing::16.09 Other sources,BOTH:ESTO:16.03 Agriculture::16.09 Other sources|BOTH:ESTO:16.04 Fishing::16.09 Other sources,unchanged
BOTH,ESTO,16.04 Fishing::16.12 Hydrogen,BOTH:ESTO:16.04 Fishing::16.12 Hydrogen,BOTH:ESTO:16.04 Fishing::16.12 Hydrogen,unchanged
BOTH,ESTO,16.04 Fishing::17 Electricity,BOTH:ESTO:16.04 Fishing::17 Electricity,BOTH:ESTO:16.04 Fishing::17 Electricity,unchanged
BOTH,ESTO,16.04 Fishing::18 Heat,BOTH:ESTO:16.04 Fishing::18 Heat,BOTH:ESTO:16.04 Fishing::18 Heat,unchanged
BOTH,ESTO,16.05 Non-specified others::01.02 Other bituminous coal,BOTH:ESTO:16.05 Non-specified others::01.02 Other bituminous coal|BOTH:ESTO:16.05 Non-specified others::01.03 Sub-bituminous coal|BOTH:ESTO:16.05 Non-specified others::01.04 Anthracite,BOTH:ESTO:16.05 Non-specified others::01.02 Other bituminous coal|BOTH:ESTO:16.05 Non-specified others::01.03 Sub-bituminous coal|BOTH:ESTO:16.05 Non-specified others::01.04 Anthracite,unchanged
BOTH,ESTO,16.05 Non-specified others::01.03 Sub-bituminous coal,BOTH:ESTO:16.05 Non-specified others::01.02 Other bituminous coal|BOTH:ESTO:16.05 Non-specified others::01.03 Sub-bituminous coal|BOTH:ESTO:16.05 Non-specified others::01.04 Anthracite,BOTH:ESTO:16.05 Non-specified others::01.02 Other bituminous coal|BOTH:ESTO:16.05 Non-specified others::01.03 Sub-bituminous coal|BOTH:ESTO:16.05 Non-specified others::01.04 Anthracite,unchanged
BOTH,ESTO,16.05 Non-specified others::01.04 Anthracite,BOTH:ESTO:16.05 Non-specified others::01.02 Other bituminous coal|BOTH:ESTO:16.05 Non-specified others::01.03 Sub-bituminous coal|BOTH:ESTO:16.05 Non-specified others::01.04 Anthracite,BOTH:ESTO:16.05 Non-specified others::01.02 Other bituminous coal|BOTH:ESTO:16.05 Non-specified others::01.03 Sub-bituminous coal|BOTH:ESTO:16.05 Non-specified others::01.04 Anthracite,unchanged
BOTH,ESTO,16.05 Non-specified others::02.01 Coke oven coke,BOTH:ESTO:16.05 Non-specified others::02.01 Coke oven coke|BOTH:ESTO:16.05 Non-specified others::02.02 Gas coke|BOTH:ESTO:16.05 Non-specified others::02.03 Coke oven gas|BOTH:ESTO:16.05 Non-specified others::02.04 Blast furnace gas|BOTH:ESTO:16.05 Non-specified others::02.05 Other recovered gases|BOTH:ESTO:16.05 Non-specified others::02.06 Patent fuel|BOTH:ESTO:16.05 Non-specified others::02.07 Coal tar|BOTH:ESTO:16.05 Non-specified others::02.08 BKB/PB,BOTH:ESTO:16.05 Non-specified others::02.01 Coke oven coke|BOTH:ESTO:16.05 Non-specified others::02.02 Gas coke|BOTH:ESTO:16.05 Non-specified others::02.03 Coke oven gas|BOTH:ESTO:16.05 Non-specified others::02.04 Blast furnace gas|BOTH:ESTO:16.05 Non-specified others::02.05 Other recovered gases|BOTH:ESTO:16.05 Non-specified others::02.06 Patent fuel|BOTH:ESTO:16.05 Non-specified others::02.07 Coal tar|BOTH:ESTO:16.05 Non-specified others::02.08 BKB/PB,unchanged
BOTH,ESTO,16.05 Non-specified others::02.02 Gas coke,BOTH:ESTO:16.05 Non-specified others::02.01 Coke oven coke|BOTH:ESTO:16.05 Non-specified others::02.02 Gas coke|BOTH:ESTO:16.05 Non-specified others::02.03 Coke oven gas|BOTH:ESTO:16.05 Non-specified others::02.04 Blast furnace gas|BOTH:ESTO:16.05 Non-specified others::02.05 Other recovered gases|BOTH:ESTO:16.05 Non-specified others::02.06 Patent fuel|BOTH:ESTO:16.05 Non-specified others::02.07 Coal tar|BOTH:ESTO:16.05 Non-specified others::02.08 BKB/PB,BOTH:ESTO:16.05 Non-specified others::02.01 Coke oven coke|BOTH:ESTO:16.05 Non-specified others::02.02 Gas coke|BOTH:ESTO:16.05 Non-specified others::02.03 Coke oven gas|BOTH:ESTO:16.05 Non-specified others::02.04 Blast furnace gas|BOTH:ESTO:16.05 Non-specified others::02.05 Other recovered gases|BOTH:ESTO:16.05 Non-specified others::02.06 Patent fuel|BOTH:ESTO:16.05 Non-specified others::02.07 Coal tar|BOTH:ESTO:16.05 Non-specified others::02.08 BKB/PB,unchanged
BOTH,ESTO,16.05 Non-specified others::02.03 Coke oven gas,BOTH:ESTO:16.05 Non-specified others::02.01 Coke oven coke|BOTH:ESTO:16.05 Non-specified others::02.02 Gas coke|BOTH:ESTO:16.05 Non-specified others::02.03 Coke oven gas|BOTH:ESTO:16.05 Non-specified others::02.04 Blast furnace gas|BOTH:ESTO:16.05 Non-specified others::02.05 Other recovered gases|BOTH:ESTO:16.05 Non-specified others::02.06 Patent fuel|BOTH:ESTO:16.05 Non-specified others::02.07 Coal tar|BOTH:ESTO:16.05 Non-specified others::02.08 BKB/PB,BOTH:ESTO:16.05 Non-specified others::02.01 Coke oven coke|BOTH:ESTO:16.05 Non-specified others::02.02 Gas coke|BOTH:ESTO:16.05 Non-specified others::02.03 Coke oven gas|BOTH:ESTO:16.05 Non-specified others::02.04 Blast furnace gas|BOTH:ESTO:16.05 Non-specified others::02.05 Other recovered gases|BOTH:ESTO:16.05 Non-specified others::02.06 Patent fuel|BOTH:ESTO:16.05 Non-specified others::02.07 Coal tar|BOTH:ESTO:16.05 Non-specified others::02.08 BKB/PB,unchanged
BOTH,ESTO,16.05 Non-specified others::02.04 Blast furnace gas,BOTH:ESTO:16.05 Non-specified others::02.01 Coke oven coke|BOTH:ESTO:16.05 Non-specified others::02.02 Gas coke|BOTH:ESTO:16.05 Non-specified others::02.03 Coke oven gas|BOTH:ESTO:16.05 Non-specified others::02.04 Blast furnace gas|BOTH:ESTO:16.05 Non-specified others::02.05 Other recovered gases|BOTH:ESTO:16.05 Non-specified others::02.06 Patent fuel|BOTH:ESTO:16.05 Non-specified others::02.07 Coal tar|BOTH:ESTO:16.05 Non-specified others::02.08 BKB/PB,BOTH:ESTO:16.05 Non-specified others::02.01 Coke oven coke|BOTH:ESTO:16.05 Non-specified others::02.02 Gas coke|BOTH:ESTO:16.05 Non-specified others::02.03 Coke oven gas|BOTH:ESTO:16.05 Non-specified others::02.04 Blast furnace gas|BOTH:ESTO:16.05 Non-specified others::02.05 Other recovered gases|BOTH:ESTO:16.05 Non-specified others::02.06 Patent fuel|BOTH:ESTO:16.05 Non-specified others::02.07 Coal tar|BOTH:ESTO:16.05 Non-specified others::02.08 BKB/PB,unchanged
BOTH,ESTO,16.05 Non-specified others::02.05 Other recovered gases,BOTH:ESTO:16.05 Non-specified others::02.01 Coke oven coke|BOTH:ESTO:16.05 Non-specified others::02.02 Gas coke|BOTH:ESTO:16.05 Non-specified others::02.03 Coke oven gas|BOTH:ESTO:16.05 Non-specified others::02.04 Blast furnace gas|BOTH:ESTO:16.05 Non-specified others::02.05 Other recovered gases|BOTH:ESTO:16.05 Non-specified others::02.06 Patent fuel|BOTH:ESTO:16.05 Non-specified others::02.07 Coal tar|BOTH:ESTO:16.05 Non-specified others::02.08 BKB/PB,BOTH:ESTO:16.05 Non-specified others::02.01 Coke oven coke|BOTH:ESTO:16.05 Non-specified others::02.02 Gas coke|BOTH:ESTO:16.05 Non-specified others::02.03 Coke oven gas|BOTH:ESTO:16.05 Non-specified others::02.04 Blast furnace gas|BOTH:ESTO:16.05 Non-specified others::02.05 Other recovered gases|BOTH:ESTO:16.05 Non-specified others::02.06 Patent fuel|BOTH:ESTO:16.05 Non-specified others::02.07 Coal tar|BOTH:ESTO:16.05 Non-specified others::02.08 BKB/PB,unchanged
BOTH,ESTO,16.05 Non-specified others::02.06 Patent fuel,BOTH:ESTO:16.05 Non-specified others::02.01 Coke oven coke|BOTH:ESTO:16.05 Non-specified others::02.02 Gas coke|BOTH:ESTO:16.05 Non-specified others::02.03 Coke oven gas|BOTH:ESTO:16.05 Non-specified others::02.04 Blast furnace gas|BOTH:ESTO:16.05 Non-specified others::02.05 Other recovered gases|BOTH:ESTO:16.05 Non-specified others::02.06 Patent fuel|BOTH:ESTO:16.05 Non-specified others::02.07 Coal tar|BOTH:ESTO:16.05 Non-specified others::02.08 BKB/PB,BOTH:ESTO:16.05 Non-specified others::02.01 Coke oven coke|BOTH:ESTO:16.05 Non-specified others::02.02 Gas coke|BOTH:ESTO:16.05 Non-specified others::02.03 Coke oven gas|BOTH:ESTO:16.05 Non-specified others::02.04 Blast furnace gas|BOTH:ESTO:16.05 Non-specified others::02.05 Other recovered gases|BOTH:ESTO:16.05 Non-specified others::02.06 Patent fuel|BOTH:ESTO:16.05 Non-specified others::02.07 Coal tar|BOTH:ESTO:16.05 Non-specified others::02.08 BKB/PB,unchanged
BOTH,ESTO,16.05 Non-specified others::02.07 Coal tar,BOTH:ESTO:16.05 Non-specified others::02.01 Coke oven coke|BOTH:ESTO:16.05 Non-specified others::02.02 Gas coke|BOTH:ESTO:16.05 Non-specified others::02.03 Coke oven gas|BOTH:ESTO:16.05 Non-specified others::02.04 Blast furnace gas|BOTH:ESTO:16.05 Non-specified others::02.05 Other recovered gases|BOTH:ESTO:16.05 Non-specified others::02.06 Patent fuel|BOTH:ESTO:16.05 Non-specified others::02.07 Coal tar|BOTH:ESTO:16.05 Non-specified others::02.08 BKB/PB,BOTH:ESTO:16.05 Non-specified others::02.01 Coke oven coke|BOTH:ESTO:16.05 Non-specified others::02.02 Gas coke|BOTH:ESTO:16.05 Non-specified others::02.03 Coke oven gas|BOTH:ESTO:16.05 Non-specified others::02.04 Blast furnace gas|BOTH:ESTO:16.05 Non-specified others::02.05 Other recovered gases|BOTH:ESTO:16.05 Non-specified others::02.06 Patent fuel|BOTH:ESTO:16.05 Non-specified others::02.07 Coal tar|BOTH:ESTO:16.05 Non-specified others::02.08 BKB/PB,unchanged
BOTH,ESTO,16.05 Non-specified others::02.08 BKB/PB,BOTH:ESTO:16.05 Non-specified others::02.01 Coke oven coke|BOTH:ESTO:16.05 Non-specified others::02.02 Gas coke|BOTH:ESTO:16.05 Non-specified others::02.03 Coke oven gas|BOTH:ESTO:16.05 Non-specified others::02.04 Blast furnace gas|BOTH:ESTO:16.05 Non-specified others::02.05 Other recovered gases|BOTH:ESTO:16.05 Non-specified others::02.06 Patent fuel|BOTH:ESTO:16.05 Non-specified others::02.07 Coal tar|BOTH:ESTO:16.05 Non-specified others::02.08 BKB/PB,BOTH:ESTO:16.05 Non-specified others::02.01 Coke oven coke|BOTH:ESTO:16.05 Non-specified others::02.02 Gas coke|BOTH:ESTO:16.05 Non-specified others::02.03 Coke oven gas|BOTH:ESTO:16.05 Non-specified others::02.04 Blast furnace gas|BOTH:ESTO:16.05 Non-specified others::02.05 Other recovered gases|BOTH:ESTO:16.05 Non-specified others::02.06 Patent fuel|BOTH:ESTO:16.05 Non-specified others::02.07 Coal tar|BOTH:ESTO:16.05 Non-specified others::02.08 BKB/PB,unchanged
BOTH,ESTO,16.05 Non-specified others::06.01 Crude oil,BOTH:ESTO:16.05 Non-specified others::06.01 Crude oil,BOTH:ESTO:16.05 Non-specified others::06.01 Crude oil,unchanged
BOTH,ESTO,16.05 Non-specified others::07.01 Motor gasoline,BOTH:ESTO:16.05 Non-specified others::07.01 Motor gasoline,BOTH:ESTO:16.05 Non-specified others::07.01 Motor gasoline,unchanged
BOTH,ESTO,16.05 Non-specified others::07.02 Aviation gasoline,BOTH:ESTO:16.05 Non-specified others::07.02 Aviation gasoline,BOTH:ESTO:16.05 Non-specified others::07.02 Aviation gasoline,unchanged
BOTH,ESTO,16.05 Non-specified others::07.04 Gasoline type jet fuel,BOTH:ESTO:16.05 Non-specified others::07.04 Gasoline type jet fuel|BOTH:ESTO:16.05 Non-specified others::07.05 Kerosene type jet fuel,BOTH:ESTO:16.05 Non-specified others::07.04 Gasoline type jet fuel|BOTH:ESTO:16.05 Non-specified others::07.05 Kerosene type jet fuel,unchanged
BOTH,ESTO,16.05 Non-specified others::07.05 Kerosene type jet fuel,BOTH:ESTO:16.05 Non-specified others::07.04 Gasoline type jet fuel|BOTH:ESTO:16.05 Non-specified others::07.05 Kerosene type jet fuel,BOTH:ESTO:16.05 Non-specified others::07.04 Gasoline type jet fuel|BOTH:ESTO:16.05 Non-specified others::07.05 Kerosene type jet fuel,unchanged
BOTH,ESTO,16.05 Non-specified others::07.06 Kerosene,BOTH:ESTO:16.05 Non-specified others::07.06 Kerosene,BOTH:ESTO:16.05 Non-specified others::07.06 Kerosene,unchanged
BOTH,ESTO,16.05 Non-specified others::07.07 Gas/diesel oil,BOTH:ESTO:16.05 Non-specified others::07.07 Gas/diesel oil,BOTH:ESTO:16.05 Non-specified others::07.07 Gas/diesel oil,unchanged
BOTH,ESTO,16.05 Non-specified others::07.08 Fuel oil,BOTH:ESTO:16.05 Non-specified others::07.08 Fuel oil,BOTH:ESTO:16.05 Non-specified others::07.08 Fuel oil,unchanged
BOTH,ESTO,16.05 Non-specified others::07.09 LPG,BOTH:ESTO:16.05 Non-specified others::07.09 LPG,BOTH:ESTO:16.05 Non-specified others::07.09 LPG,unchanged
BOTH,ESTO,16.05 Non-specified others::07.17 Other products,BOTH:ESTO:16.05 Non-specified others::07.17 Other products,BOTH:ESTO:16.05 Non-specified others::07.17 Other products,unchanged
BOTH,ESTO,16.05 Non-specified others::07.99 PetProd nonspecified,BOTH:ESTO:16.05 Non-specified others::07.99 PetProd nonspecified,BOTH:ESTO:16.05 Non-specified others::07.99 PetProd nonspecified,unchanged
BOTH,ESTO,16.05 Non-specified others::08.01 Natural gas,BOTH:ESTO:16.05 Non-specified others::08.01 Natural gas,BOTH:ESTO:16.05 Non-specified others::08.01 Natural gas,unchanged
BOTH,ESTO,16.05 Non-specified others::11 Geothermal,BOTH:ESTO:16.05 Non-specified others::11 Geothermal,BOTH:ESTO:16.05 Non-specified others::11 Geothermal,unchanged
BOTH,ESTO,16.05 Non-specified others::12.99 Solar nonspecified,BOTH:ESTO:16.05 Non-specified others::12.99 Solar nonspecified,BOTH:ESTO:16.05 Non-specified others::12.99 Solar nonspecified,unchanged
BOTH,ESTO,16.05 Non-specified others::15.05 Other biomass,BOTH:ESTO:16.05 Non-specified others::15.05 Other biomass,BOTH:ESTO:16.05 Non-specified others::15.05 Other biomass,unchanged
BOTH,ESTO,16.05 Non-specified others::16.01 Biogas,BOTH:ESTO:16.05 Non-specified others::16.01 Biogas,BOTH:ESTO:16.05 Non-specified others::16.01 Biogas,unchanged
BOTH,ESTO,16.05 Non-specified others::16.02 Industrial waste,BOTH:ESTO:16.05 Non-specified others::16.02 Industrial waste,BOTH:ESTO:16.05 Non-specified others::16.02 Industrial waste,unchanged
BOTH,ESTO,16.05 Non-specified others::16.05 Biogasoline,BOTH:ESTO:16.05 Non-specified others::16.05 Biogasoline,BOTH:ESTO:16.05 Non-specified others::16.05 Biogasoline,unchanged
BOTH,ESTO,16.05 Non-specified others::16.06 Biodiesel,BOTH:ESTO:16.05 Non-specified others::16.06 Biodiesel,BOTH:ESTO:16.05 Non-specified others::16.06 Biodiesel,unchanged
BOTH,ESTO,16.05 Non-specified others::16.08 Other liquid biofuels,BOTH:ESTO:16.05 Non-specified others::16.08 Other liquid biofuels,BOTH:ESTO:16.05 Non-specified others::16.08 Other liquid biofuels,unchanged
BOTH,ESTO,16.05 Non-specified others::16.09 Other sources,BOTH:ESTO:16.05 Non-specified others::16.09 Other sources,BOTH:ESTO:16.05 Non-specified others::16.09 Other sources,unchanged
BOTH,ESTO,16.05 Non-specified others::17 Electricity,BOTH:ESTO:16.05 Non-specified others::17 Electricity,BOTH:ESTO:16.05 Non-specified others::17 Electricity,unchanged
BOTH,ESTO,16.05 Non-specified others::18 Heat,BOTH:ESTO:16.05 Non-specified others::18 Heat,BOTH:ESTO:16.05 Non-specified others::18 Heat,unchanged
BOTH,ESTO,17 Non-energy use::01.01 Coking coal,BOTH:ESTO:17 Non-energy use::01.01 Coking coal,BOTH:ESTO:17 Non-energy use::01.01 Coking coal,unchanged
BOTH,ESTO,17 Non-energy use::01.02 Other bituminous coal,BOTH:ESTO:17 Non-energy use::01.02 Other bituminous coal|BOTH:ESTO:17 Non-energy use::01.03 Sub-bituminous coal|BOTH:ESTO:17 Non-energy use::01.04 Anthracite,BOTH:ESTO:17 Non-energy use::01.02 Other bituminous coal|BOTH:ESTO:17 Non-energy use::01.03 Sub-bituminous coal|BOTH:ESTO:17 Non-energy use::01.04 Anthracite,unchanged
BOTH,ESTO,17 Non-energy use::01.03 Sub-bituminous coal,BOTH:ESTO:17 Non-energy use::01.02 Other bituminous coal|BOTH:ESTO:17 Non-energy use::01.03 Sub-bituminous coal|BOTH:ESTO:17 Non-energy use::01.04 Anthracite,BOTH:ESTO:17 Non-energy use::01.02 Other bituminous coal|BOTH:ESTO:17 Non-energy use::01.03 Sub-bituminous coal|BOTH:ESTO:17 Non-energy use::01.04 Anthracite,unchanged
BOTH,ESTO,17 Non-energy use::01.04 Anthracite,BOTH:ESTO:17 Non-energy use::01.02 Other bituminous coal|BOTH:ESTO:17 Non-energy use::01.03 Sub-bituminous coal|BOTH:ESTO:17 Non-energy use::01.04 Anthracite,BOTH:ESTO:17 Non-energy use::01.02 Other bituminous coal|BOTH:ESTO:17 Non-energy use::01.03 Sub-bituminous coal|BOTH:ESTO:17 Non-energy use::01.04 Anthracite,unchanged
BOTH,ESTO,17 Non-energy use::01.05 Lignite,BOTH:ESTO:17 Non-energy use::01.05 Lignite,BOTH:ESTO:17 Non-energy use::01.05 Lignite,unchanged
BOTH,ESTO,17 Non-energy use::01.99 Coal nonspecified,BOTH:ESTO:17 Non-energy use::01.99 Coal nonspecified,BOTH:ESTO:17 Non-energy use::01.99 Coal nonspecified,unchanged
BOTH,ESTO,17 Non-energy use::02.01 Coke oven coke,BOTH:ESTO:17 Non-energy use::02.01 Coke oven coke|BOTH:ESTO:17 Non-energy use::02.02 Gas coke|BOTH:ESTO:17 Non-energy use::02.03 Coke oven gas|BOTH:ESTO:17 Non-energy use::02.04 Blast furnace gas|BOTH:ESTO:17 Non-energy use::02.05 Other recovered gases|BOTH:ESTO:17 Non-energy use::02.06 Patent fuel|BOTH:ESTO:17 Non-energy use::02.07 Coal tar|BOTH:ESTO:17 Non-energy use::02.08 BKB/PB,BOTH:ESTO:17 Non-energy use::02.01 Coke oven coke|BOTH:ESTO:17 Non-energy use::02.02 Gas coke|BOTH:ESTO:17 Non-energy use::02.03 Coke oven gas|BOTH:ESTO:17 Non-energy use::02.04 Blast furnace gas|BOTH:ESTO:17 Non-energy use::02.05 Other recovered gases|BOTH:ESTO:17 Non-energy use::02.06 Patent fuel|BOTH:ESTO:17 Non-energy use::02.07 Coal tar|BOTH:ESTO:17 Non-energy use::02.08 BKB/PB,unchanged
BOTH,ESTO,17 Non-energy use::02.02 Gas coke,BOTH:ESTO:17 Non-energy use::02.01 Coke oven coke|BOTH:ESTO:17 Non-energy use::02.02 Gas coke|BOTH:ESTO:17 Non-energy use::02.03 Coke oven gas|BOTH:ESTO:17 Non-energy use::02.04 Blast furnace gas|BOTH:ESTO:17 Non-energy use::02.05 Other recovered gases|BOTH:ESTO:17 Non-energy use::02.06 Patent fuel|BOTH:ESTO:17 Non-energy use::02.07 Coal tar|BOTH:ESTO:17 Non-energy use::02.08 BKB/PB,BOTH:ESTO:17 Non-energy use::02.01 Coke oven coke|BOTH:ESTO:17 Non-energy use::02.02 Gas coke|BOTH:ESTO:17 Non-energy use::02.03 Coke oven gas|BOTH:ESTO:17 Non-energy use::02.04 Blast furnace gas|BOTH:ESTO:17 Non-energy use::02.05 Other recovered gases|BOTH:ESTO:17 Non-energy use::02.06 Patent fuel|BOTH:ESTO:17 Non-energy use::02.07 Coal tar|BOTH:ESTO:17 Non-energy use::02.08 BKB/PB,unchanged
BOTH,ESTO,17 Non-energy use::02.03 Coke oven gas,BOTH:ESTO:17 Non-energy use::02.01 Coke oven coke|BOTH:ESTO:17 Non-energy use::02.02 Gas coke|BOTH:ESTO:17 Non-energy use::02.03 Coke oven gas|BOTH:ESTO:17 Non-energy use::02.04 Blast furnace gas|BOTH:ESTO:17 Non-energy use::02.05 Other recovered gases|BOTH:ESTO:17 Non-energy use::02.06 Patent fuel|BOTH:ESTO:17 Non-energy use::02.07 Coal tar|BOTH:ESTO:17 Non-energy use::02.08 BKB/PB,BOTH:ESTO:17 Non-energy use::02.01 Coke oven coke|BOTH:ESTO:17 Non-energy use::02.02 Gas coke|BOTH:ESTO:17 Non-energy use::02.03 Coke oven gas|BOTH:ESTO:17 Non-energy use::02.04 Blast furnace gas|BOTH:ESTO:17 Non-energy use::02.05 Other recovered gases|BOTH:ESTO:17 Non-energy use::02.06 Patent fuel|BOTH:ESTO:17 Non-energy use::02.07 Coal tar|BOTH:ESTO:17 Non-energy use::02.08 BKB/PB,unchanged
BOTH,ESTO,17 Non-energy use::02.04 Blast furnace gas,BOTH:ESTO:17 Non-energy use::02.01 Coke oven coke|BOTH:ESTO:17 Non-energy use::02.02 Gas coke|BOTH:ESTO:17 Non-energy use::02.03 Coke oven gas|BOTH:ESTO:17 Non-energy use::02.04 Blast furnace gas|BOTH:ESTO:17 Non-energy use::02.05 Other recovered gases|BOTH:ESTO:17 Non-energy use::02.06 Patent fuel|BOTH:ESTO:17 Non-energy use::02.07 Coal tar|BOTH:ESTO:17 Non-energy use::02.08 BKB/PB,BOTH:ESTO:17 Non-energy use::02.01 Coke oven coke|BOTH:ESTO:17 Non-energy use::02.02 Gas coke|BOTH:ESTO:17 Non-energy use::02.03 Coke oven gas|BOTH:ESTO:17 Non-energy use::02.04 Blast furnace gas|BOTH:ESTO:17 Non-energy use::02.05 Other recovered gases|BOTH:ESTO:17 Non-energy use::02.06 Patent fuel|BOTH:ESTO:17 Non-energy use::02.07 Coal tar|BOTH:ESTO:17 Non-energy use::02.08 BKB/PB,unchanged
BOTH,ESTO,17 Non-energy use::02.05 Other recovered gases,BOTH:ESTO:17 Non-energy use::02.01 Coke oven coke|BOTH:ESTO:17 Non-energy use::02.02 Gas coke|BOTH:ESTO:17 Non-energy use::02.03 Coke oven gas|BOTH:ESTO:17 Non-energy use::02.04 Blast furnace gas|BOTH:ESTO:17 Non-energy use::02.05 Other recovered gases|BOTH:ESTO:17 Non-energy use::02.06 Patent fuel|BOTH:ESTO:17 Non-energy use::02.07 Coal tar|BOTH:ESTO:17 Non-energy use::02.08 BKB/PB,BOTH:ESTO:17 Non-energy use::02.01 Coke oven coke|BOTH:ESTO:17 Non-energy use::02.02 Gas coke|BOTH:ESTO:17 Non-energy use::02.03 Coke oven gas|BOTH:ESTO:17 Non-energy use::02.04 Blast furnace gas|BOTH:ESTO:17 Non-energy use::02.05 Other recovered gases|BOTH:ESTO:17 Non-energy use::02.06 Patent fuel|BOTH:ESTO:17 Non-energy use::02.07 Coal tar|BOTH:ESTO:17 Non-energy use::02.08 BKB/PB,unchanged
BOTH,ESTO,17 Non-energy use::02.06 Patent fuel,BOTH:ESTO:17 Non-energy use::02.01 Coke oven coke|BOTH:ESTO:17 Non-energy use::02.02 Gas coke|BOTH:ESTO:17 Non-energy use::02.03 Coke oven gas|BOTH:ESTO:17 Non-energy use::02.04 Blast furnace gas|BOTH:ESTO:17 Non-energy use::02.05 Other recovered gases|BOTH:ESTO:17 Non-energy use::02.06 Patent fuel|BOTH:ESTO:17 Non-energy use::02.07 Coal tar|BOTH:ESTO:17 Non-energy use::02.08 BKB/PB,BOTH:ESTO:17 Non-energy use::02.01 Coke oven coke|BOTH:ESTO:17 Non-energy use::02.02 Gas coke|BOTH:ESTO:17 Non-energy use::02.03 Coke oven gas|BOTH:ESTO:17 Non-energy use::02.04 Blast furnace gas|BOTH:ESTO:17 Non-energy use::02.05 Other recovered gases|BOTH:ESTO:17 Non-energy use::02.06 Patent fuel|BOTH:ESTO:17 Non-energy use::02.07 Coal tar|BOTH:ESTO:17 Non-energy use::02.08 BKB/PB,unchanged
BOTH,ESTO,17 Non-energy use::02.07 Coal tar,BOTH:ESTO:17 Non-energy use::02.01 Coke oven coke|BOTH:ESTO:17 Non-energy use::02.02 Gas coke|BOTH:ESTO:17 Non-energy use::02.03 Coke oven gas|BOTH:ESTO:17 Non-energy use::02.04 Blast furnace gas|BOTH:ESTO:17 Non-energy use::02.05 Other recovered gases|BOTH:ESTO:17 Non-energy use::02.06 Patent fuel|BOTH:ESTO:17 Non-energy use::02.07 Coal tar|BOTH:ESTO:17 Non-energy use::02.08 BKB/PB,BOTH:ESTO:17 Non-energy use::02.01 Coke oven coke|BOTH:ESTO:17 Non-energy use::02.02 Gas coke|BOTH:ESTO:17 Non-energy use::02.03 Coke oven gas|BOTH:ESTO:17 Non-energy use::02.04 Blast furnace gas|BOTH:ESTO:17 Non-energy use::02.05 Other recovered gases|BOTH:ESTO:17 Non-energy use::02.06 Patent fuel|BOTH:ESTO:17 Non-energy use::02.07 Coal tar|BOTH:ESTO:17 Non-energy use::02.08 BKB/PB,unchanged
BOTH,ESTO,17 Non-energy use::02.08 BKB/PB,BOTH:ESTO:17 Non-energy use::02.01 Coke oven coke|BOTH:ESTO:17 Non-energy use::02.02 Gas coke|BOTH:ESTO:17 Non-energy use::02.03 Coke oven gas|BOTH:ESTO:17 Non-energy use::02.04 Blast furnace gas|BOTH:ESTO:17 Non-energy use::02.05 Other recovered gases|BOTH:ESTO:17 Non-energy use::02.06 Patent fuel|BOTH:ESTO:17 Non-energy use::02.07 Coal tar|BOTH:ESTO:17 Non-energy use::02.08 BKB/PB,BOTH:ESTO:17 Non-energy use::02.01 Coke oven coke|BOTH:ESTO:17 Non-energy use::02.02 Gas coke|BOTH:ESTO:17 Non-energy use::02.03 Coke oven gas|BOTH:ESTO:17 Non-energy use::02.04 Blast furnace gas|BOTH:ESTO:17 Non-energy use::02.05 Other recovered gases|BOTH:ESTO:17 Non-energy use::02.06 Patent fuel|BOTH:ESTO:17 Non-energy use::02.07 Coal tar|BOTH:ESTO:17 Non-energy use::02.08 BKB/PB,unchanged
BOTH,ESTO,17 Non-energy use::06.01 Crude oil,BOTH:ESTO:17 Non-energy use::06.01 Crude oil,BOTH:ESTO:17 Non-energy use::06.01 Crude oil,unchanged
BOTH,ESTO,17 Non-energy use::06.02 Natural gas liquids,BOTH:ESTO:17 Non-energy use::06.02 Natural gas liquids,BOTH:ESTO:17 Non-energy use::06.02 Natural gas liquids,unchanged
BOTH,ESTO,17 Non-energy use::06.03 Refinery feedstocks,BOTH:ESTO:17 Non-energy use::06.03 Refinery feedstocks|BOTH:ESTO:17 Non-energy use::06.04 Additives/ oxygenates|BOTH:ESTO:17 Non-energy use::06.05 Other hydrocarbons,BOTH:ESTO:17 Non-energy use::06.03 Refinery feedstocks|BOTH:ESTO:17 Non-energy use::06.04 Additives/ oxygenates|BOTH:ESTO:17 Non-energy use::06.05 Other hydrocarbons,unchanged
BOTH,ESTO,17 Non-energy use::06.04 Additives/ oxygenates,BOTH:ESTO:17 Non-energy use::06.03 Refinery feedstocks|BOTH:ESTO:17 Non-energy use::06.04 Additives/ oxygenates|BOTH:ESTO:17 Non-energy use::06.05 Other hydrocarbons,BOTH:ESTO:17 Non-energy use::06.03 Refinery feedstocks|BOTH:ESTO:17 Non-energy use::06.04 Additives/ oxygenates|BOTH:ESTO:17 Non-energy use::06.05 Other hydrocarbons,unchanged
