flows,products,is_subtotal,structural_origin,structural_rule_ids,structural_parent_flow,structural_parent_product,rollup_modes,rollup_group_ids
06 Stock changes,01.03 Sub-bituminous coal,False,active_mapping,leap_combined_esto,,,,
06 Stock changes,01.04 Anthracite,False,active_mapping,leap_combined_esto,,,,
06 Stock changes,01.05 Lignite,False,active_mapping,leap_combined_esto,,,,
06 Stock changes,02.01 Coke oven coke,False,active_mapping,leap_combined_esto,,,,
06 Stock changes,02.08 BKB/PB,False,active_mapping,leap_combined_esto,,,,
06 Stock changes,04 Peat products,False,active_mapping,leap_combined_esto,,,,
06 Stock changes,06.01 Crude oil,False,active_mapping,leap_combined_esto,,,,
06 Stock changes,06.02 Natural gas liquids,False,active_mapping,leap_combined_esto,,,,
06 Stock changes,06.03 Refinery feedstocks,False,active_mapping,leap_combined_esto,,,,
06 Stock changes,06.04 Additives/ oxygenates,False,active_mapping,leap_combined_esto,,,,
06 Stock changes,06.05 Other hydrocarbons,False,active_mapping,leap_combined_esto,,,,
06 Stock changes,07.01 Motor gasoline,False,active_mapping,leap_combined_esto,,,,
06 Stock changes,07.02 Aviation gasoline,False,active_mapping,leap_combined_esto,,,,
06 Stock changes,07.03 Naphtha,False,active_mapping,leap_combined_esto,,,,
06 Stock changes,07.05 Kerosene type jet fuel,False,active_mapping,leap_combined_esto,,,,
06 Stock changes,07.06 Kerosene,False,active_mapping,leap_combined_esto,,,,
06 Stock changes,07.07 Gas/diesel oil,False,active_mapping,leap_combined_esto,,,,
06 Stock changes,07.08 Fuel oil,False,active_mapping,leap_combined_esto,,,,
06 Stock changes,07.09 LPG,False,active_mapping,leap_combined_esto,,,,
06 Stock changes,07.11 Ethane,False,active_mapping,leap_combined_esto,,,,
06 Stock changes,07.12 White spirit SBP,False,active_mapping,leap_combined_esto,,,,
06 Stock changes,07.13 Lubricants,False,active_mapping,leap_combined_esto,,,,
06 Stock changes,07.14 Bitumen,False,active_mapping,leap_combined_esto,,,,
06 Stock changes,07.15 Paraffin waxes,False,active_mapping,leap_combined_esto,,,,
06 Stock changes,07.16 Petroleum coke,False,active_mapping,leap_combined_esto,,,,
06 Stock changes,07.17 Other products,False,active_mapping,leap_combined_esto,,,,
06 Stock changes,08.01 Natural gas,False,active_mapping,leap_combined_esto,,,,
06 Stock changes,08.02 LNG,False,active_mapping,leap_combined_esto,,,,
06 Stock changes,15.05 Other biomass,False,active_mapping,leap_combined_esto,,,,
06 Stock changes,16.05 Biogasoline,False,active_mapping,leap_combined_esto,,,,
06 Stock changes,16.06 Biodiesel,False,active_mapping,leap_combined_esto,,,,
06 Stock changes,16.07 Bio jet kerosene,False,active_mapping,leap_combined_esto,,,,
07 Total primary energy supply,01.01 Coking coal,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,01.02 Other bituminous coal,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,01.03 Sub-bituminous coal,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,01.04 Anthracite,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,01.05 Lignite,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,01.99 Coal nonspecified,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,02.01 Coke oven coke,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,02.02 Gas coke,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,02.03 Coke oven gas,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,02.04 Blast furnace gas,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,02.05 Other recovered gases,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,02.06 Patent fuel,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,02.07 Coal tar,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,02.08 BKB/PB,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,03 Peat,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,04 Peat products,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,06.01 Crude oil,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,06.02 Natural gas liquids,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,06.03 Refinery feedstocks,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,06.04 Additives/ oxygenates,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,06.05 Other hydrocarbons,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,07.01 Motor gasoline,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,07.02 Aviation gasoline,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,07.03 Naphtha,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,07.04 Gasoline type jet fuel,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,07.05 Kerosene type jet fuel,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,07.06 Kerosene,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,07.07 Gas/diesel oil,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,07.08 Fuel oil,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,07.09 LPG,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,07.10 Refinery gas (not liquefied),False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,07.11 Ethane,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,07.12 White spirit SBP,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,07.13 Lubricants,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,07.14 Bitumen,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,07.15 Paraffin waxes,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,07.16 Petroleum coke,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,07.17 Other products,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,07.99 PetProd nonspecified,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,08.01 Natural gas,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,08.02 LNG,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,08.03 Gas works gas,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,08.99 Gas nonspecified,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,09 Nuclear,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,10 Hydro,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,11 Geothermal,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,12.01 of which: Photovoltaics,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,12.99 Solar nonspecified,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,"13 Tide, wave, ocean",False,active_mapping,ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,14 Wind,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,15.01 Fuelwood & woodwaste,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,15.02 Bagasse,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,15.03 Charcoal,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,15.04 Black liquor,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,15.05 Other biomass,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,16.01 Biogas,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,16.02 Industrial waste,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,16.03 Municipal solid waste (renewable),False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,16.04 Municipal solid waste (non-renewable),False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,16.05 Biogasoline,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,16.06 Biodiesel,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,16.07 Bio jet kerosene,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,16.08 Other liquid biofuels,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,16.09 Other sources,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,16.10 Ammonia,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,16.11 E-fuel,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,16.12 Hydrogen,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,17 Electricity,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
07 Total primary energy supply,18 Heat,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
08 Transfers,06.01 Crude oil,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
08 Transfers,06.02 Natural gas liquids,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
08 Transfers,06.03 Refinery feedstocks,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
08 Transfers,06.04 Additives/ oxygenates,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
08 Transfers,06.05 Other hydrocarbons,False,active_mapping,leap_combined_esto,,,,
08 Transfers,07.01 Motor gasoline,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
08 Transfers,07.02 Aviation gasoline,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
08 Transfers,07.03 Naphtha,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
08 Transfers,07.04 Gasoline type jet fuel,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
08 Transfers,07.05 Kerosene type jet fuel,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
08 Transfers,07.06 Kerosene,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
08 Transfers,07.07 Gas/diesel oil,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
08 Transfers,07.08 Fuel oil,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
08 Transfers,07.09 LPG,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
08 Transfers,07.10 Refinery gas (not liquefied),False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
08 Transfers,07.11 Ethane,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
08 Transfers,07.12 White spirit SBP,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
08 Transfers,07.13 Lubricants,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
08 Transfers,07.14 Bitumen,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
08 Transfers,07.15 Paraffin waxes,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
08 Transfers,07.16 Petroleum coke,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
08 Transfers,07.17 Other products,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
08 Transfers,07.99 PetProd nonspecified,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
09 Total transformation sector,01.01 Coking coal,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
09 Total transformation sector,01.02 Other bituminous coal,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
09 Total transformation sector,01.03 Sub-bituminous coal,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
09 Total transformation sector,01.04 Anthracite,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
09 Total transformation sector,01.05 Lignite,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
09 Total transformation sector,01.99 Coal nonspecified,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
09 Total transformation sector,02.01 Coke oven coke,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
09 Total transformation sector,02.02 Gas coke,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
09 Total transformation sector,02.03 Coke oven gas,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
09 Total transformation sector,02.04 Blast furnace gas,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
09 Total transformation sector,02.05 Other recovered gases,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
09 Total transformation sector,02.06 Patent fuel,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
09 Total transformation sector,02.07 Coal tar,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
09 Total transformation sector,02.08 BKB/PB,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
09 Total transformation sector,03 Peat,True,active_mapping,leap_combined_esto,,,,
09 Total transformation sector,04 Peat products,True,active_mapping,leap_combined_esto,,,,
09 Total transformation sector,06.01 Crude oil,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
09 Total transformation sector,06.02 Natural gas liquids,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
09 Total transformation sector,06.03 Refinery feedstocks,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
09 Total transformation sector,06.04 Additives/ oxygenates,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
09 Total transformation sector,06.05 Other hydrocarbons,True,active_mapping,leap_combined_esto,,,,
09 Total transformation sector,07.01 Motor gasoline,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
09 Total transformation sector,07.02 Aviation gasoline,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
09 Total transformation sector,07.03 Naphtha,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
09 Total transformation sector,07.04 Gasoline type jet fuel,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
09 Total transformation sector,07.05 Kerosene type jet fuel,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
09 Total transformation sector,07.06 Kerosene,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
09 Total transformation sector,07.07 Gas/diesel oil,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
09 Total transformation sector,07.08 Fuel oil,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
09 Total transformation sector,07.09 LPG,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
09 Total transformation sector,07.10 Refinery gas (not liquefied),True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
09 Total transformation sector,07.11 Ethane,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
09 Total transformation sector,07.12 White spirit SBP,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
09 Total transformation sector,07.13 Lubricants,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
09 Total transformation sector,07.14 Bitumen,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
09 Total transformation sector,07.15 Paraffin waxes,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
09 Total transformation sector,07.16 Petroleum coke,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
09 Total transformation sector,07.17 Other products,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
09 Total transformation sector,07.99 PetProd nonspecified,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
09 Total transformation sector,08.01 Natural gas,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
09 Total transformation sector,08.02 LNG,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
09 Total transformation sector,08.03 Gas works gas,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
09 Total transformation sector,09 Nuclear,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
09 Total transformation sector,10 Hydro,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
09 Total transformation sector,11 Geothermal,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
09 Total transformation sector,12.01 of which: Photovoltaics,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
